id_asset,timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2,2017-07-10,0.08,0.093699,0.075591,0.082241,14859.281,2017-07-16 23:59:59.999,1255.48279377,14754,8884.298,748.71065665,0.0
2,2017-07-17,0.082368,0.109068,0.074982,0.083533,49431.897,2017-07-23 23:59:59.999,4327.14317201,54321,29901.52,2622.65967296,0.0
2,2017-07-24,0.083438,0.083973,0.064335,0.070109,69342.178,2017-07-30 23:59:59.999,5239.21152518,72039,37110.08,2810.49302321,0.0
2,2017-07-31,0.070406,0.08526,0.06759,0.081029,88661.947,2017-08-06 23:59:59.999,6940.64207614,89359,44653.557,3496.13610006,0.0
2,2017-08-07,0.081029,0.093578,0.068007,0.073824,114725.151,2017-08-13 23:59:59.999,9492.80829963,110031,56600.319,4680.71773223,0.0
1,2017-08-14,4261.48,4485.39,3850.0,4086.29,2843.431426,2017-08-20 23:59:59.999,12021576.48265154,13134,2240.24924,9482742.92094674,0.0
2,2017-08-14,0.07385,0.079911,0.066161,0.072198,175746.27,2017-08-20 23:59:59.999,12497.99686,162857,79307.72,5636.84046728,0.0
3,2017-08-14,301.13,312.18,278.0,299.1,21224.89324,2017-08-20 23:59:59.999,6376472.2941321,14013,17401.6883,5241738.3039857,0.0
1,2017-08-21,4069.13,4453.91,3400.0,4310.01,4599.396629,2017-08-27 23:59:59.999,18978983.50987317,37826,1755.530265,7173180.19744751,0.0
2,2017-08-21,0.072198,0.088658,0.07001,0.080436,281150.806,2017-08-27 23:59:59.999,21853.77576415,225937,143081.961,11113.98586872,0.0
3,2017-08-21,299.1,348.13,144.21,348.13,45233.88589,2017-08-27 23:59:59.999,14567413.9774931,42362,17326.14006,5564163.0380473,0.0
1,2017-08-28,4310.01,4939.19,4124.54,4509.08,4753.843376,2017-09-03 23:59:59.999,21581679.92866748,35717,1371.034428,6237542.20612072,0.0
2,2017-08-28,0.080649,0.085085,0.07374,0.075938,221309.526,2017-09-03 23:59:59.999,17717.15032989,203718,117701.735,9424.84724653,0.0
3,2017-08-28,348.11,394.39,320.08,341.77,33886.41427,2017-09-03 23:59:59.999,12290734.0894182,35671,11020.64303,4002945.6403621,0.0
1,2017-09-04,4505.0,4788.59,3603.0,4130.37,6382.787745,2017-09-10 23:59:59.999,27307824.36893929,42372,2821.422739,12120979.77068529,0.0
2,2017-09-04,0.076031,0.076071,0.065,0.070127,181569.165,2017-09-10 23:59:59.999,12858.63425708,181268,91675.713,6498.41982972,0.0
3,2017-09-04,339.29,344.55,235.55,293.5,35485.23332,2017-09-10 23:59:59.999,10710999.6628445,33803,17117.15948,5150514.594992,0.0
1,2017-09-11,4153.62,4394.59,2817.0,3699.99,8106.705127,2017-09-17 23:59:59.999,30026796.42861788,50423,3763.128452,13956149.18844029,0.0
2,2017-09-11,0.070599,0.072784,0.065,0.069848,64138.338,2017-09-17 23:59:59.999,4475.65929746,81224,29124.319,2037.01794804,0.0
3,2017-09-11,293.51,316.46,192.0,257.55,58259.63439,2017-09-17 23:59:59.999,14998281.4008156,44796,23594.05524,6122996.358825,0.0
1,2017-09-18,3690.0,4123.2,3505.55,3660.02,5908.32335,2017-09-24 23:59:59.999,22501242.65454204,56785,2821.438887,10711864.12380805,0.0
2,2017-09-18,0.069848,0.077998,0.069615,0.077123,132280.419,2017-09-24 23:59:59.999,9740.29417282,129279,63946.892,4708.21078271,0.0
3,2017-09-18,257.53,306.22,252.1,282.0,18833.39464,2017-09-24 23:59:59.999,5292294.1590878,23585,7047.51882,1982417.7435665,0.0
1,2017-09-25,3660.02,4406.52,3653.69,4378.48,5782.305424,2017-10-01 23:59:59.999,23750419.76839855,71484,2482.361367,10200163.49185349,0.0
2,2017-09-25,0.077184,0.0773,0.068109,0.069105,283371.419,2017-10-01 23:59:59.999,20517.76849499,255293,145448.683,10547.83805566,0.0
3,2017-09-25,282.0,313.0,274.0,303.95,42726.28598,2017-10-01 23:59:59.999,12635978.1520511,65402,14830.01849,4384666.9661864,0.0
1,2017-10-02,4400.0,4658.0,4110.0,4640.0,4708.272956,2017-10-08 23:59:59.999,20366578.25125568,59658,2077.80349,9008752.49455302,0.0
2,2017-10-02,0.069104,0.072239,0.0665,0.067053,236753.558,2017-10-08 23:59:59.999,16301.34797169,260139,112314.594,7737.75098584,0.0
3,2017-10-02,303.94,318.5,283.18,311.07,25352.7189,2017-10-08 23:59:59.999,7569786.4741921,46739,11285.17558,3372938.1542301,0.0
1,2017-10-09,4640.0,5922.3,4550.0,5709.99,7913.925837,2017-10-15 23:59:59.999,42038755.95644524,61638,4280.127269,22483871.99105491,0.0
2,2017-10-09,0.066964,0.067457,0.051084,0.059281,275329.312,2017-10-15 23:59:59.999,16671.06549966,269451,128741.715,7806.99626407,0.0
3,2017-10-09,311.13,353.96,286.65,337.96,58855.77319,2017-10-15 23:59:59.999,18828903.7321769,49530,27201.92441,8734809.6704768,0.0
1,2017-10-16,5710.0,6171.0,5037.95,5950.02,12157.769447,2017-10-22 23:59:59.999,69446644.86619961,75969,5501.9124,31411073.98003196,0.0
2,2017-10-16,0.059107,0.062166,0.04705,0.048973,199460.163,2017-10-22 23:59:59.999,10852.96021495,171852,98165.607,5352.22847113,0.0
3,2017-10-16,337.5,354.0,284.68,293.79,62901.0251,2017-10-22 23:59:59.999,19532458.8041082,48976,29058.79994,9043336.4672815,0.0
1,2017-10-23,5975.0,6189.88,5286.98,6169.98,13133.99457,2017-10-29 23:59:59.999,75229774.73890872,74778,5845.143252,33499318.44481458,0.0
